max_cc,moa,dam,loc,lcom,npm,CC,ce,noc,ca,rfc,bug
1.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,1.0,2.0,0.0
6.0,0.0,0.0,56.0,1.0,2.0,0.0,8.0,0.0,0.0,8.0,0.0
7.0,2.0,1.0,737.0,1214.0,45.0,0.0,28.0,3.0,6.0,121.0,0.0
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
1.0,0.0,0.0,49.0,3.0,1.0,0.0,8.0,0.0,0.0,15.0,0.0
,,,,,,0.672956,,,,,
,,,,,,1.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.553191,,,,,
1.0,0.0,0.0,12.0,3.0,3.0,0.0,4.0,0.0,0.0,5.0,0.0
,,,,,,0.437158,,,,,
,,,,,,0.0,,,,,
,,,,,,0.685897,,,,,
,,,,,,1.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
1.0,1.0,1.0,91.0,8.0,3.0,0.0,9.0,0.0,0.0,21.0,0.0
,,,,,,0.412698,,,,,
1.0,0.0,0.0,18.0,3.0,3.0,0.0,5.0,0.0,2.0,6.0,0.0
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
2.0,0.0,0.0,66.0,45.0,9.0,0.0,0.0,0.0,0.0,22.0,0.0
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,1.0,292.0,349.0,24.0,0.0,3.0,0.0,9.0,71.0,3.0
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
1.0,0.0,1.0,180.0,76.0,11.0,0.0,3.0,0.0,3.0,43.0,2.0
4.0,0.0,0.0,214.0,105.0,14.0,0.717241,1.0,0.0,10.0,42.0,2.0
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
1.0,0.0,0.5,29.0,2.0,5.0,0.0,0.0,0.0,0.0,7.0,0.0
4.0,1.0,1.0,235.0,33.0,5.0,0.0,5.0,0.0,0.0,29.0,0.0
1.0,0.0,1.0,23.0,9.0,5.0,0.0,0.0,4.0,5.0,7.0,0.0
2.0,0.0,1.0,45.0,9.0,6.0,0.0,1.0,0.0,1.0,11.0,0.0
2.0,1.0,1.0,83.0,26.0,7.0,0.0,4.0,0.0,0.0,20.0,0.0
1.0,0.0,1.0,134.0,78.0,15.0,0.0,3.0,0.0,0.0,24.0,0.0
2.0,0.0,1.0,45.0,9.0,6.0,0.0,1.0,0.0,1.0,11.0,0.0
4.0,0.0,0.666666667,185.0,10.0,8.0,0.0,5.0,0.0,1.0,34.0,0.0
,,,,,,0.0,,,,,
1.0,0.0,1.0,22.0,0.0,4.0,0.0,1.0,0.0,0.0,6.0,0.0
1.0,0.0,1.0,24.0,6.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0
2.0,0.0,1.0,41.0,9.0,6.0,0.0,1.0,0.0,1.0,9.0,0.0
1.0,0.0,1.0,52.0,0.0,6.0,0.0,0.0,0.0,2.0,14.0,1.0
5.0,0.0,0.0,79.0,6.0,1.0,0.0,0.0,0.0,0.0,14.0,0.0
2.0,0.0,1.0,114.0,149.0,18.0,0.0,0.0,0.0,1.0,34.0,0.0
1.0,0.0,0.0,12.0,3.0,3.0,0.0,0.0,0.0,0.0,6.0,0.0
1.0,0.0,1.0,140.0,0.0,13.0,0.0,0.0,1.0,3.0,28.0,2.0
2.0,0.0,0.6,711.0,1164.0,48.0,0.0960317,5.0,0.0,9.0,109.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0
1.0,1.0,1.0,28.0,1.0,3.0,0.0,5.0,0.0,2.0,9.0,6.0
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
1.0,1.0,1.0,63.0,60.0,12.0,0.0,7.0,0.0,0.0,22.0,0.0
,,,,,,0.0,,,,,
1.0,0.0,0.0,19.0,3.0,3.0,0.0,5.0,0.0,0.0,7.0,0.0
2.0,0.0,1.0,159.0,16.0,7.0,0.0,8.0,0.0,0.0,32.0,0.0
,,,,,,0.225664,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.377778,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
2.0,1.0,1.0,96.0,41.0,7.0,0.0,9.0,0.0,0.0,20.0,0.0
,,,,,,0.548387,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.85,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.39924,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.359589,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.765625,,,,,
,,,,,,0.893939,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
2.0,2.0,1.0,125.0,24.0,5.0,0.0,4.0,0.0,0.0,17.0,0.0
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
7.0,8.0,1.0,1182.0,1723.0,48.0,0.0,40.0,1.0,12.0,135.0,6.0
,,,,,,0.0,,,,,
3.0,1.0,1.0,301.0,256.0,16.0,0.0,16.0,36.0,38.0,61.0,5.0
,,,,,,0.0,,,,,
6.0,1.0,1.0,141.0,1.0,2.0,0.367876,9.0,0.0,1.0,22.0,1.0
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
2.0,4.0,1.0,90.0,17.0,7.0,0.0,9.0,17.0,18.0,21.0,1.0
5.0,3.0,1.0,278.0,327.0,20.0,0.0,12.0,20.0,29.0,48.0,2.0
4.0,7.0,1.0,489.0,809.0,33.0,0.0,11.0,14.0,16.0,78.0,1.0
1.0,0.0,0.0,10.0,1.0,2.0,0.0,2.0,0.0,1.0,4.0,0.0
1.0,1.0,1.0,17.0,4.0,3.0,0.0,2.0,0.0,1.0,5.0,0.0
3.0,2.0,1.0,131.0,2.0,2.0,0.0,7.0,0.0,1.0,18.0,0.0
1.0,0.0,0.0,14.0,15.0,6.0,0.0,5.0,0.0,2.0,7.0,0.0
3.0,0.0,1.0,196.0,181.0,17.0,0.0,5.0,13.0,15.0,38.0,1.0
1.0,0.0,0.0,33.0,10.0,1.0,0.0,7.0,4.0,4.0,11.0,0.0
1.0,1.0,1.0,47.0,0.0,6.0,0.0,5.0,27.0,27.0,16.0,0.0
7.0,3.0,1.0,529.0,999.0,39.0,0.0,16.0,1.0,7.0,75.0,4.0
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
6.0,6.0,1.0,280.0,160.0,21.0,0.0,20.0,0.0,3.0,49.0,1.0
1.0,1.0,1.0,63.0,4.0,2.0,0.0,7.0,0.0,1.0,19.0,0.0
4.0,1.0,1.0,94.0,20.0,7.0,0.0,4.0,0.0,1.0,21.0,1.0
1.0,1.0,1.0,39.0,0.0,6.0,0.0,5.0,1.0,1.0,12.0,0.0
1.0,1.0,1.0,65.0,0.0,4.0,0.0,5.0,0.0,2.0,13.0,0.0
2.0,2.0,1.0,121.0,44.0,8.0,0.0,10.0,0.0,3.0,26.0,0.0
2.0,0.0,0.0,52.0,15.0,5.0,0.0,4.0,6.0,7.0,14.0,0.0
1.0,0.0,1.0,79.0,30.0,8.0,0.0,2.0,0.0,1.0,18.0,0.0
1.0,1.0,1.0,26.0,1.0,3.0,0.0,5.0,0.0,4.0,8.0,1.0
4.0,2.0,1.0,151.0,112.0,12.0,0.0,5.0,1.0,2.0,30.0,0.0
,,,,,,0.0,,,,,
1.0,0.0,0.0,7.0,1.0,2.0,0.0,2.0,0.0,0.0,3.0,0.0
2.0,2.0,1.0,49.0,7.0,5.0,0.0,5.0,6.0,6.0,14.0,0.0
2.0,0.0,0.0,37.0,6.0,3.0,0.0,2.0,0.0,0.0,12.0,0.0
1.0,1.0,1.0,83.0,54.0,7.0,0.0,11.0,2.0,12.0,20.0,0.0
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
1.0,1.0,1.0,46.0,3.0,4.0,0.0,6.0,0.0,1.0,13.0,0.0
2.0,0.0,1.0,239.0,66.0,8.0,0.0,14.0,0.0,3.0,42.0,0.0
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
2.0,0.0,1.0,59.0,7.0,2.0,0.0,5.0,0.0,1.0,16.0,0.0
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
2.0,0.0,1.0,34.0,0.0,4.0,0.0,3.0,0.0,0.0,9.0,0.0
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
2.0,0.0,1.0,163.0,79.0,11.0,0.0,6.0,7.0,7.0,33.0,0.0
2.0,0.0,1.0,55.0,22.0,3.0,0.0,6.0,6.0,6.0,16.0,0.0
1.0,0.0,0.0,21.0,3.0,3.0,0.0,3.0,0.0,1.0,9.0,1.0
3.0,0.0,1.0,200.0,49.0,7.0,0.0,2.0,31.0,33.0,28.0,1.0
1.0,0.0,1.0,53.0,0.0,3.0,0.0,4.0,0.0,1.0,11.0,0.0
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
11.0,1.0,0.75,380.0,8.0,2.0,0.0,12.0,1.0,2.0,66.0,1.0
13.0,0.0,0.0,121.0,1.0,2.0,0.0,1.0,0.0,1.0,19.0,0.0
5.0,0.0,0.0,47.0,3.0,3.0,0.0,5.0,0.0,11.0,7.0,0.0
,,,,,,0.0,,,,,
2.0,1.0,1.0,33.0,0.0,2.0,0.0,2.0,0.0,2.0,6.0,0.0
17.0,1.0,1.0,479.0,30.0,7.0,0.0,18.0,0.0,1.0,57.0,0.0
,,,,,,0.0,,,,,
3.0,0.0,0.0,52.0,1.0,2.0,0.0,3.0,0.0,1.0,12.0,0.0
2.0,1.0,1.0,54.0,0.0,3.0,0.0,4.0,0.0,1.0,12.0,0.0
6.0,0.0,0.0,54.0,1.0,2.0,0.0,2.0,0.0,1.0,11.0,0.0
1.0,0.0,1.0,31.0,0.0,3.0,0.0,2.0,0.0,1.0,9.0,0.0
3.0,0.0,0.0,16.0,1.0,2.0,0.0,1.0,0.0,1.0,5.0,0.0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0
1.0,0.0,0.0,2.0,1.0,2.0,0.0,2.0,0.0,6.0,2.0,0.0
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.268657,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.811839,,,,,
,,,,,,0.0,,,,,
,,,,,,1.0,,,,,
,,,,,,1.0,,,,,
,,,,,,0.0,,,,,
,,,,,,1.0,,,,,
,,,,,,1.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
1.0,2.0,1.0,21.0,0.0,3.0,0.0,3.0,0.0,2.0,4.0,0.0
1.0,1.0,1.0,32.0,0.0,3.0,0.0,2.0,0.0,2.0,8.0,0.0
1.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,5.0,2.0,0.0
1.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0
1.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,4.0,2.0,0.0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
,,,,,,0.0,,,,,
1.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,1.0,2.0,0.0
,,,,,,0.0,,,,,
3.0,0.0,1.0,94.0,0.0,3.0,0.0,9.0,0.0,2.0,20.0,0.0
2.0,0.0,0.0,41.0,3.0,3.0,0.0,6.0,0.0,0.0,10.0,1.0
1.0,1.0,1.0,45.0,0.0,4.0,0.0,2.0,0.0,1.0,9.0,0.0
1.0,0.0,0.0,22.0,6.0,3.0,0.0,7.0,0.0,0.0,8.0,0.0
,,,,,,0.0,,,,,
1.0,0.0,1.0,60.0,2.0,3.0,0.0,6.0,0.0,2.0,14.0,0.0
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
1.0,0.0,0.0,44.0,21.0,6.0,0.0,5.0,0.0,0.0,9.0,0.0
,,,,,,0.0,,,,,
1.0,0.0,0.0,30.0,3.0,2.0,0.0,3.0,0.0,0.0,10.0,0.0
,,,,,,0.0,,,,,
9.0,0.0,0.0,106.0,3.0,2.0,0.0,0.0,0.0,1.0,20.0,0.0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2.0,0.0,1.0,145.0,56.0,7.0,0.0,5.0,0.0,2.0,24.0,0.0
,,,,,,0.0,,,,,
1.0,0.0,0.0,18.0,3.0,3.0,0.0,4.0,0.0,0.0,5.0,0.0
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
3.0,0.0,1.0,83.0,0.0,2.0,0.0,7.0,0.0,1.0,18.0,0.0
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
1.0,0.0,0.0,18.0,3.0,3.0,0.0,4.0,0.0,0.0,5.0,0.0
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,1.0,61.0,2.0,3.0,0.0,11.0,0.0,1.0,12.0,0.0
1.0,0.0,0.0,20.0,3.0,3.0,0.0,4.0,0.0,1.0,5.0,0.0
,,,,,,0.0,,,,,
1.0,1.0,1.0,70.0,0.0,13.0,0.0,3.0,0.0,1.0,23.0,0.0
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
11.0,0.0,0.0,237.0,28.0,4.0,0.0,7.0,0.0,0.0,32.0,1.0
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.765625,,,,,
,,,,,,0.893939,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.220779,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
3.0,0.0,0.133333333,465.0,37.0,11.0,0.0,10.0,0.0,1.0,47.0,0.0
1.0,0.0,1.0,27.0,0.0,4.0,0.0,0.0,1.0,1.0,9.0,0.0
8.0,0.0,0.705882353,596.0,132.0,14.0,0.0,8.0,0.0,3.0,83.0,0.0
,,,,,,0.0,,,,,
1.0,0.0,1.0,22.0,0.0,2.0,0.0,5.0,0.0,1.0,6.0,0.0
1.0,0.0,1.0,31.0,0.0,2.0,0.0,5.0,0.0,1.0,6.0,0.0
9.0,2.0,1.0,392.0,0.0,11.0,0.0,27.0,0.0,2.0,61.0,0.0
4.0,1.0,1.0,111.0,6.0,5.0,0.0,10.0,0.0,3.0,28.0,2.0
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.458564,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.301587,,,,,
0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
1.0,1.0,1.0,17.0,0.0,3.0,0.0,1.0,0.0,2.0,5.0,0.0
2.0,1.0,0.666666667,46.0,7.0,5.0,0.0,3.0,0.0,2.0,11.0,0.0
1.0,1.0,1.0,43.0,0.0,5.0,0.0,2.0,0.0,2.0,11.0,0.0
,,,,,,0.580189,,,,,
,,,,,,0.0,,,,,
2.0,0.0,0.0,87.0,6.0,3.0,0.0,0.0,0.0,1.0,6.0,0.0
,,,,,,0.0,,,,,
5.0,0.0,1.0,176.0,27.0,14.0,0.0,1.0,1.0,5.0,22.0,0.0
,,,,,,0.196884,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
2.0,3.0,1.0,303.0,291.0,24.0,0.0,17.0,0.0,3.0,60.0,7.0
,,,,,,0.0,,,,,
5.0,0.0,1.0,167.0,33.0,14.0,0.0,9.0,0.0,1.0,27.0,1.0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,7.0,1.0,0.0
2.0,0.0,1.0,168.0,61.0,14.0,0.0,5.0,0.0,1.0,32.0,1.0
3.0,1.0,1.0,208.0,59.0,13.0,0.0,13.0,0.0,9.0,43.0,0.0
3.0,2.0,1.0,48.0,7.0,7.0,0.0,3.0,0.0,1.0,9.0,0.0
2.0,0.0,1.0,79.0,62.0,11.0,0.0,5.0,0.0,1.0,20.0,3.0
1.0,0.0,1.0,94.0,0.0,9.0,0.0,7.0,0.0,3.0,23.0,3.0
1.0,0.0,1.0,24.0,6.0,5.0,0.0,0.0,0.0,1.0,6.0,0.0
3.0,2.0,1.0,278.0,263.0,24.0,0.0,9.0,0.0,11.0,56.0,10.0
2.0,1.0,1.0,114.0,30.0,10.0,0.0,8.0,10.0,12.0,24.0,0.0
1.0,0.0,0.0,45.0,21.0,7.0,0.0,7.0,0.0,4.0,16.0,1.0
1.0,0.0,0.0,28.0,10.0,5.0,0.0,5.0,0.0,1.0,12.0,0.0
4.0,1.0,1.0,129.0,73.0,14.0,0.0,4.0,0.0,10.0,22.0,0.0
,,,,,,0.0,,,,,
1.0,0.0,0.0,23.0,3.0,3.0,0.0,3.0,0.0,1.0,9.0,0.0
2.0,1.0,1.0,87.0,27.0,10.0,0.0,8.0,0.0,1.0,22.0,3.0
1.0,0.0,1.0,14.0,1.0,3.0,0.0,0.0,9.0,9.0,4.0,0.0
11.0,1.0,1.0,244.0,22.0,8.0,0.0,12.0,0.0,3.0,40.0,0.0
3.0,1.0,1.0,117.0,37.0,11.0,0.0,4.0,1.0,4.0,20.0,0.0
1.0,0.0,0.0,5.0,1.0,2.0,0.0,4.0,1.0,5.0,3.0,0.0
2.0,1.0,1.0,209.0,1.0,14.0,0.0,13.0,0.0,3.0,37.0,3.0
2.0,1.0,1.0,82.0,13.0,10.0,0.0,6.0,0.0,1.0,17.0,1.0
2.0,1.0,1.0,91.0,52.0,10.0,0.0,7.0,0.0,7.0,24.0,3.0
1.0,0.0,0.0,14.0,3.0,3.0,0.0,2.0,0.0,1.0,6.0,1.0
2.0,1.0,1.0,112.0,58.0,10.0,0.0,1.0,3.0,3.0,26.0,1.0
1.0,0.0,0.0,28.0,10.0,5.0,0.0,5.0,0.0,3.0,12.0,0.0
3.0,0.0,1.0,53.0,4.0,3.0,0.0,4.0,14.0,15.0,15.0,0.0
1.0,0.0,0.0,12.0,3.0,3.0,0.0,3.0,0.0,0.0,5.0,0.0
3.0,1.0,1.0,121.0,23.0,8.0,0.168605,4.0,0.0,1.0,20.0,0.0
1.0,0.0,0.0,12.0,3.0,3.0,0.0,3.0,0.0,3.0,5.0,1.0
3.0,1.0,1.0,89.0,6.0,8.0,0.224806,3.0,0.0,1.0,15.0,0.0
6.0,3.0,0.888888889,1747.0,9792.0,130.0,0.0,69.0,13.0,59.0,286.0,17.0
,,,,,,0.0,,,,,
1.0,0.0,0.0,39.0,15.0,6.0,0.0,6.0,0.0,2.0,16.0,1.0
7.0,0.0,1.0,180.0,189.0,22.0,0.179104,1.0,0.0,1.0,41.0,2.0
4.0,2.0,1.0,280.0,210.0,20.0,0.0,15.0,0.0,5.0,56.0,3.0
,,,,,,0.0,,,,,
2.0,0.0,1.0,58.0,3.0,6.0,0.0,5.0,0.0,1.0,13.0,0.0
1.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0
3.0,1.0,1.0,348.0,245.0,24.0,0.0,17.0,0.0,16.0,60.0,0.0
3.0,2.0,1.0,279.0,289.0,25.0,0.0,16.0,0.0,1.0,54.0,2.0
1.0,0.0,0.5,77.0,51.0,11.0,0.0,4.0,0.0,2.0,16.0,0.0
1.0,0.0,1.0,32.0,0.0,5.0,0.0,0.0,0.0,0.0,7.0,0.0
1.0,0.0,0.0,34.0,10.0,5.0,0.0,6.0,0.0,1.0,14.0,1.0
1.0,0.0,1.0,96.0,51.0,11.0,0.0,8.0,0.0,1.0,23.0,1.0
2.0,1.0,1.0,115.0,52.0,12.0,0.0,9.0,0.0,4.0,29.0,3.0
1.0,0.0,1.0,342.0,318.0,29.0,0.10084,5.0,0.0,1.0,56.0,1.0
1.0,0.0,1.0,123.0,28.0,13.0,0.0,4.0,0.0,3.0,24.0,0.0
4.0,1.0,1.0,66.0,16.0,8.0,0.0,5.0,0.0,1.0,12.0,0.0
3.0,1.0,1.0,119.0,96.0,16.0,0.0,7.0,0.0,3.0,25.0,0.0
1.0,0.0,0.0,41.0,10.0,5.0,0.0,7.0,0.0,1.0,15.0,1.0
6.0,1.0,1.0,236.0,73.0,13.0,0.0,9.0,0.0,1.0,37.0,1.0
2.0,1.0,1.0,82.0,13.0,10.0,0.0,6.0,0.0,1.0,17.0,1.0
1.0,0.0,0.0,45.0,21.0,7.0,0.0,6.0,0.0,3.0,16.0,1.0
,,,,,,0.0,,,,,
,,,,,,0.0,,,,,
1.0,0.0,1.0,47.0,9.0,7.0,0.0,0.0,0.0,2.0,12.0,0.0
1.0,1.0,1.0,69.0,27.0,10.0,0.0,2.0,0.0,1.0,16.0,0.0
1.0,9.0,0.111111111,111.0,4.0,2.0,0.0,1.0,0.0,2.0,7.0,0.0
4.0,1.0,1.0,131.0,59.0,12.0,0.0,6.0,0.0,1.0,25.0,0.0
0.0,0.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0
3.0,1.0,1.0,156.0,31.0,6.0,0.395652,6.0,7.0,11.0,26.0,1.0
3.0,0.0,1.0,55.0,13.0,6.0,0.0,3.0,0.0,1.0,12.0,2.0
1.0,0.0,0.0,9.0,1.0,1.0,0.0,4.0,0.0,1.0,4.0,0.0
1.0,0.0,1.0,21.0,0.0,3.0,0.0,4.0,0.0,1.0,6.0,0.0
1.0,0.0,1.0,15.0,1.0,3.0,0.0,1.0,0.0,1.0,4.0,0.0
1.0,0.0,1.0,15.0,1.0,3.0,0.0,1.0,0.0,1.0,4.0,0.0
1.0,0.0,0.0,12.0,3.0,3.0,0.0,1.0,0.0,0.0,5.0,0.0
3.0,3.0,1.0,326.0,279.0,21.0,0.224622,10.0,15.0,32.0,51.0,0.0
1.0,0.0,0.0,12.0,3.0,3.0,0.0,1.0,0.0,0.0,5.0,0.0
1.0,0.0,0.0,12.0,3.0,3.0,0.0,1.0,0.0,0.0,5.0,0.0
1.0,0.0,0.0,12.0,3.0,3.0,0.0,1.0,0.0,0.0,5.0,0.0
1.0,0.0,0.0,12.0,3.0,3.0,0.0,1.0,0.0,0.0,5.0,0.0
1.0,0.0,1.0,24.0,4.0,4.0,0.0,1.0,0.0,1.0,6.0,1.0
2.0,0.0,1.0,59.0,30.0,8.0,0.0,5.0,0.0,1.0,13.0,1.0
3.0,0.0,1.0,44.0,15.0,4.0,0.0,5.0,2.0,2.0,10.0,0.0
1.0,0.0,0.0,12.0,3.0,3.0,0.0,1.0,0.0,0.0,5.0,0.0
1.0,0.0,0.0,12.0,3.0,3.0,0.0,1.0,0.0,0.0,5.0,0.0
1.0,0.0,0.0,12.0,3.0,3.0,0.0,1.0,0.0,0.0,5.0,0.0
1.0,0.0,0.0,12.0,3.0,3.0,0.0,1.0,0.0,0.0,5.0,0.0
1.0,0.0,0.0,12.0,3.0,3.0,0.0,1.0,0.0,0.0,5.0,0.0
1.0,0.0,0.0,12.0,3.0,3.0,0.0,1.0,0.0,0.0,5.0,0.0
2.0,0.0,1.0,52.0,9.0,5.0,0.0,4.0,0.0,2.0,12.0,0.0
3.0,0.0,1.0,98.0,27.0,7.0,0.0,6.0,0.0,2.0,22.0,0.0
3.0,1.0,1.0,172.0,34.0,8.0,0.351351,7.0,4.0,5.0,30.0,0.0
1.0,0.0,0.0,9.0,1.0,1.0,0.0,4.0,0.0,0.0,4.0,0.0
